county,osm_id,name,category,subcategory,lat,lon,admin_division
dublin,w312586141,,farm,landuse=farmland,53.5572354,-6.2717432,
dublin,w312586143,,farm,landuse=farmland,53.5596351,-6.2702779,
dublin,w312586145,,farm,landuse=farmland,53.5570536,-6.2700973,
dublin,w312587057,,farm,landuse=farmland,53.5574129,-6.2672304,
dublin,w312587058,,farm,landuse=farmland,53.5571717,-6.2647625,
dublin,w312588054,,farm,landuse=farmland,53.5555856,-6.2663949,
dublin,w312588057,,farm,landuse=farmland,53.5569684,-6.2622383,
dublin,w312588058,,farm,landuse=farmland,53.5538981,-6.2638365,
dublin,w312589655,,farm,landuse=farmland,53.555241,-6.2758838,
dublin,w312593375,,farm,landuse=farmland,53.5534073,-6.2715379,
dublin,w318233617,Friarstown Allotments,farm,landuse=allotments,53.2603838,-6.3598336,
dublin,w318873419,,farm,landuse=greenhouse_horticulture,53.2855017,-6.3360938,
dublin,w321417020,,farm,landuse=farmland,53.3183353,-6.4902095,
dublin,w322562248,,farm,landuse=farmland,53.5200684,-6.0950219,
dublin,w324366517,,farm,landuse=farmland,53.3877622,-6.3613428,
dublin,w324481067,,farm,landuse=farmland,53.3949385,-6.3506998,
dublin,w324481068,,farm,landuse=farmland,53.3966307,-6.3490136,
dublin,w324481071,,farm,landuse=farmland,53.3961765,-6.3461858,
dublin,w325709498,,farm,landuse=farmland,53.3231448,-6.4650861,
dublin,w326385628,,farm,landuse=greenhouse_horticulture,53.4465558,-6.1596696,
dublin,w326531595,,farm,building=greenhouse,53.4383115,-6.1691127,
dublin,w328315734,,farm,landuse=farmland,53.441275,-6.2506866,
dublin,w328315735,,farm,landuse=farmland,53.4419125,-6.2549025,
dublin,w328315736,,farm,landuse=farmland,53.4403688,-6.2547708,
dublin,w328315739,,farm,landuse=farmland,53.4429262,-6.2549641,
dublin,w328315741,,farm,landuse=farmland,53.4433485,-6.249966,
dublin,w328315745,,farm,landuse=farmland,53.445064,-6.2505387,
dublin,w328315746,,farm,landuse=farmland,53.445521,-6.2543347,
dublin,w328524720,,farm,landuse=greenhouse_horticulture,53.4458033,-6.2590079,
dublin,w328524721,,farm,building=greenhouse,53.4445468,-6.2589521,
dublin,w328525542,,farm,building=greenhouse,53.4469696,-6.2619426,
dublin,w328525543,,farm,building=greenhouse,53.4469553,-6.2617012,
dublin,w329660928,The Old Farm,farm,landuse=farmland,53.2904914,-6.2219229,
dublin,w333535344,,farm,landuse=farmland,53.4397,-6.264816,
dublin,w333535345,,farm,landuse=farmland,53.4397543,-6.2655947,
dublin,w333535346,,farm,landuse=farmland,53.4399717,-6.2677325,
dublin,w333535350,,farm,landuse=farmland,53.4403928,-6.269607,
dublin,w333535355,,farm,landuse=farmland,53.4420816,-6.2700354,
dublin,w333535362,,farm,landuse=farmland,53.4427239,-6.2655188,
dublin,w335159445,,farm,landuse=greenhouse_horticulture,53.4460794,-6.276711,
dublin,w335159450,,farm,building=greenhouse,53.4450294,-6.2779444,
dublin,w335159451,,farm,building=greenhouse,53.4469343,-6.2785189,
dublin,w335159456,,farm,landuse=greenhouse_horticulture,53.4462012,-6.2720277,
dublin,w335159458,,farm,landuse=farmland,53.4450304,-6.2687695,
dublin,w335159555,,farm,landuse=farmland,53.4494538,-6.2797039,
dublin,w340404556,St Anne's Park Allotments,farm,landuse=allotments,53.3735816,-6.1764403,
dublin,w340609180,,farm,building=greenhouse,53.3721953,-6.1761808,
dublin,w340609181,,farm,building=greenhouse,53.3724196,-6.1768382,
dublin,w340609183,,farm,building=greenhouse,53.3726111,-6.1767185,
dublin,w340687338,,farm,building=greenhouse,53.3723329,-6.1761115,
dublin,w340687339,,farm,building=greenhouse,53.3722643,-6.1761461,
dublin,w340687340,,farm,building=greenhouse,53.3721901,-6.1757345,
dublin,w343010887,,farm,landuse=farmland,53.5776135,-6.2891436,
dublin,w361285419,Great Palm House,farm,building=greenhouse,53.3724242,-6.2715729,
dublin,w364742833,,farm,landuse=farmland,53.505681,-6.2537781,
dublin,w367621760,,farm,landuse=farmland,53.5608084,-6.3137823,
dublin,w367626205,,farm,landuse=farmland,53.5607799,-6.2602822,
dublin,w367626206,,farm,landuse=farmland,53.5606154,-6.2585985,
dublin,w367626207,,farm,landuse=farmland,53.5584463,-6.2615792,
dublin,w367626208,,farm,landuse=farmland,53.5581205,-6.260255,
dublin,w367626209,,farm,landuse=farmland,53.5633135,-6.2614943,
dublin,w367626210,,farm,landuse=farmland,53.5629846,-6.2578019,
dublin,w367626211,,farm,landuse=farmland,53.5645866,-6.2617144,
dublin,w367626212,,farm,landuse=farmland,53.5645864,-6.2598747,
dublin,w367626213,,farm,landuse=farmland,53.5643328,-6.2573464,
dublin,w367628013,,farm,landuse=farmland,53.5567083,-6.2557655,
dublin,w367628014,,farm,landuse=farmland,53.5561708,-6.2527254,
dublin,w367628015,,farm,landuse=farmland,53.5549357,-6.2542784,
dublin,w367628016,,farm,landuse=farmland,53.555428,-6.2494663,
dublin,w367628017,,farm,landuse=farmland,53.5541693,-6.2569218,
dublin,w367628018,,farm,landuse=farmland,53.5558187,-6.2613057,
dublin,w367628019,,farm,landuse=farmland,53.5536711,-6.2622514,
dublin,w367628020,,farm,landuse=farmland,53.5531237,-6.2602703,
dublin,w367641041,,farm,landuse=farmland,53.56271,-6.2546481,
dublin,w368767235,Victorian Conservatory,farm,building=greenhouse,53.586835,-6.1618765,
dublin,w370586413,,farm,landuse=farmland,53.5186093,-6.2730435,
dublin,w370719315,,farm,landuse=allotments,53.342697,-6.2172853,
dublin,w373969360,,farm,landuse=farmland,53.3842458,-6.0787923,
dublin,w375106882,,farm,building=greenhouse,53.4874069,-6.1697279,
dublin,w375106883,,farm,building=greenhouse,53.4872893,-6.1695154,
dublin,w377853540,,farm,building=greenhouse,53.42906,-6.1558681,
dublin,w377853541,,farm,building=greenhouse,53.4290833,-6.1560371,
dublin,w381610117,,farm,building=greenhouse,53.3028554,-6.1803808,
dublin,w388910896,,farm,building=greenhouse,53.3663704,-6.3590241,
dublin,w422256746,Cabinteely Orchard,farm,landuse=orchard,53.2622312,-6.1547659,
dublin,w422277394,Heritage Orchard,farm,landuse=orchard,53.403123,-6.2510474,
dublin,w424981418,,farm,building=greenhouse,53.5257555,-6.1684249,
dublin,w434297031,,farm,landuse=farmland,53.27351,-6.2977809,
dublin,w434297032,,farm,landuse=farmland,53.2731801,-6.2935091,
dublin,w434297033,,farm,landuse=farmland,53.2732752,-6.2955463,
dublin,w434297034,,farm,landuse=farmland,53.2748751,-6.2944901,
dublin,w434297035,,farm,landuse=farmland,53.2751062,-6.2973542,
dublin,w439910416,,farm,landuse=allotments,53.3314061,-6.2882026,
dublin,w442803532,,farm,landuse=farmland,53.2315545,-6.333389,
dublin,w442803544,,farm,landuse=farmland,53.2400912,-6.3559098,
dublin,w442803558,,farm,landuse=farmland,53.2371419,-6.3522155,
dublin,w442814057,Monk's Field,farm,landuse=farmland,53.2463901,-6.3598737,
dublin,w447195698,,farm,landuse=farmland,53.5164862,-6.3607914,
dublin,w447195731,,farm,landuse=farmland,53.5197299,-6.3579215,
dublin,w447195849,,farm,landuse=farmland,53.5187284,-6.3621326,
dublin,w447195964,,farm,landuse=farmland,53.5175642,-6.357428,
dublin,w447196700,,farm,landuse=farmland,53.5251658,-6.2973662,
dublin,w447196705,,farm,landuse=farmland,53.5218299,-6.2606058,
dublin,w447196707,,farm,landuse=farmland,53.5288592,-6.235566,
dublin,w447196708,,farm,landuse=farmland,53.5277141,-6.2335949,
dublin,w447198922,,farm,landuse=farmland,53.5767333,-6.1500147,
dublin,w448485980,,farm,landuse=farmland,53.5644541,-6.1460435,
dublin,w448485983,,farm,landuse=farmland,53.5640241,-6.1466583,
dublin,w448489980,,farm,landuse=farmland,53.5812714,-6.1624938,
dublin,w448489982,,farm,landuse=farmland,53.5813812,-6.16471,
dublin,w448489983,,farm,landuse=farmland,53.5810925,-6.1665388,
dublin,w448489985,,farm,landuse=farmland,53.5806398,-6.1698277,
dublin,w448489986,,farm,landuse=farmland,53.5792062,-6.1701031,
dublin,w448489988,,farm,landuse=farmland,53.579132,-6.1688881,
dublin,w448489991,,farm,landuse=farmland,53.578991,-6.1675821,
dublin,w448489992,,farm,landuse=farmland,53.5800189,-6.1653815,
dublin,w448489994,,farm,landuse=farmland,53.5789245,-6.1663092,
dublin,w448489995,,farm,landuse=farmland,53.5792474,-6.1646236,
dublin,w448489997,,farm,landuse=farmland,53.5796123,-6.1636432,
dublin,w448489999,,farm,landuse=farmland,53.5797563,-6.1628569,
dublin,w448490000,,farm,landuse=farmland,53.5796745,-6.1621459,
dublin,w448490054,,farm,landuse=farmland,53.579992,-6.1614838,
dublin,w448490055,,farm,landuse=farmland,53.580181,-6.1608987,
dublin,w448490056,,farm,landuse=farmland,53.5802653,-6.1605595,
dublin,w449340640,,farm,landuse=farmland,53.2485242,-6.1873949,
dublin,w449434818,,farm,landuse=farmland,53.2352422,-6.1487603,
dublin,w449522335,,farm,landuse=farmland,53.5014962,-6.2739475,
dublin,w449522338,,farm,landuse=farmland,53.5042618,-6.2752033,
dublin,w449522339,,farm,landuse=farmland,53.5090851,-6.2778043,
dublin,w449522341,,farm,landuse=farmland,53.5071555,-6.2779269,
dublin,w449522344,,farm,landuse=farmland,53.5119426,-6.2740965,
dublin,w449522345,,farm,landuse=farmland,53.5150327,-6.2728153,
dublin,w449522347,,farm,landuse=farmland,53.514934,-6.2749198,
dublin,w449522348,,farm,landuse=farmland,53.5164522,-6.2738648,
dublin,w449522350,,farm,landuse=farmland,53.5159063,-6.2694778,
dublin,w449522352,,farm,landuse=farmland,53.514749,-6.2706691,
dublin,w449522354,,farm,landuse=farmland,53.5131491,-6.2739441,
dublin,w449522355,,farm,landuse=farmland,53.5130737,-6.2716376,
dublin,w449522357,,farm,landuse=farmland,53.5135004,-6.2689191,
dublin,w449523325,,farm,landuse=farmland,53.5167081,-6.2780165,
dublin,w449523327,,farm,landuse=farmland,53.5185565,-6.2776709,
dublin,w449523328,,farm,landuse=farmland,53.5175541,-6.2808699,
dublin,w449523493,,farm,landuse=farmland,53.5201669,-6.277089,
dublin,w452304747,,farm,building=greenhouse,53.4724163,-6.2644274,
dublin,w458267633,,farm,landuse=farmland,53.5316598,-6.2290592,
dublin,w458267634,,farm,landuse=farmland,53.5294415,-6.2300439,
dublin,w458267635,,farm,landuse=farmland,53.5279741,-6.2254172,
dublin,w458267636,,farm,landuse=farmland,53.5303117,-6.2266015,
dublin,w458267637,,farm,landuse=farmland,53.5297276,-6.2236793,
dublin,w458267638,,farm,landuse=farmland,53.5265773,-6.2164085,
dublin,w458267790,,farm,landuse=farmland,53.4316227,-6.4102132,
dublin,w458267860,,farm,landuse=farmland,53.5240986,-6.2229774,
dublin,w458267861,,farm,landuse=farmland,53.5223188,-6.2210865,
dublin,w458267862,,farm,landuse=farmland,53.5240197,-6.2204025,
dublin,w458267863,,farm,landuse=farmland,53.5252799,-6.2197858,
dublin,w458267864,,farm,landuse=farmland,53.5250583,-6.217892,
dublin,w458267865,,farm,landuse=farmland,53.5246804,-6.2162033,
dublin,w458267866,,farm,landuse=farmland,53.5236503,-6.2178541,
dublin,w458267867,,farm,landuse=farmland,53.5233301,-6.2155958,
dublin,w458267868,,farm,landuse=farmland,53.5221897,-6.2178458,
dublin,w458267869,,farm,landuse=farmland,53.5217915,-6.2151561,
dublin,w458267870,,farm,landuse=farmland,53.5207769,-6.2171423,
dublin,w458268390,,farm,landuse=farmland,53.5198922,-6.2237941,
dublin,w458268391,,farm,landuse=farmland,53.5196081,-6.2212168,
dublin,w458268392,,farm,landuse=farmland,53.5191908,-6.2189731,
dublin,w458268393,,farm,landuse=farmland,53.520347,-6.2192792,
dublin,w458268394,,farm,landuse=farmland,53.5182066,-6.2224766,
dublin,w458268395,,farm,landuse=farmland,53.5176287,-6.2203105,
dublin,w458268396,,farm,landuse=farmland,53.5187387,-6.2167332,
dublin,w458268397,,farm,landuse=farmland,53.5177505,-6.2175863,
dublin,w458268398,,farm,landuse=farmland,53.5167746,-6.2188257,
dublin,w458268495,,farm,landuse=farmland,53.5315319,-6.2323195,
dublin,w458269322,,farm,landuse=farmland,53.5299732,-6.2329046,
dublin,w458269323,,farm,landuse=farmland,53.5311497,-6.2348935,
dublin,w458269324,,farm,landuse=farmland,53.5326354,-6.2332709,
dublin,w458269325,,farm,landuse=farmland,53.5342849,-6.2349138,
dublin,w458269326,,farm,landuse=farmland,53.5348838,-6.2307557,
dublin,w458269327,,farm,landuse=farmland,53.5339834,-6.2276446,
dublin,w458269370,,farm,landuse=farmland,53.5371341,-6.2329519,
dublin,w458269835,,farm,landuse=farmland,53.5432136,-6.2528111,
dublin,w458269836,,farm,landuse=farmland,53.5431276,-6.2496505,
dublin,w458269837,,farm,landuse=farmland,53.5412747,-6.2545914,
dublin,w458269838,,farm,landuse=farmland,53.5410574,-6.2518693,
dublin,w458269839,,farm,landuse=farmland,53.541625,-6.2499625,
dublin,w458269909,,farm,landuse=farmland,53.5396934,-6.2519599,
dublin,w458269910,,farm,landuse=farmland,53.5396439,-6.2482495,
dublin,w458269911,,farm,landuse=farmland,53.542559,-6.2467923,
dublin,w460918372,,farm,landuse=farmland,53.5305396,-6.2657794,
dublin,w460918373,,farm,landuse=farmland,53.5288041,-6.2639221,
dublin,w460918374,,farm,landuse=farmland,53.5298871,-6.2636003,
dublin,w460918375,,farm,landuse=farmland,53.5298678,-6.261535,
dublin,w460918376,,farm,landuse=farmland,53.5273142,-6.2634837,
dublin,w460918377,,farm,landuse=farmland,53.5276846,-6.2661985,
dublin,w460918378,,farm,landuse=farmland,53.5291651,-6.2665637,
dublin,w460918820,,farm,landuse=farmland,53.5251322,-6.2656365,
dublin,w460918821,,farm,landuse=farmland,53.5254633,-6.2621863,
dublin,w460918822,,farm,landuse=farmland,53.5269492,-6.2619824,
dublin,w460918823,,farm,landuse=farmland,53.5284138,-6.2618275,
dublin,w460918824,,farm,landuse=farmland,53.5271079,-6.2600283,
dublin,w460918825,,farm,landuse=farmland,53.5256485,-6.2601584,
dublin,w460920331,,farm,landuse=farmland,53.4871426,-6.2791165,
dublin,w460920995,,farm,landuse=farmland,53.5057436,-6.2716722,
dublin,w460920996,,farm,landuse=farmland,53.5068547,-6.2714747,
dublin,w460920997,,farm,landuse=farmland,53.5077208,-6.2706349,
dublin,w460921000,,farm,landuse=farmland,53.4849814,-6.2803199,
dublin,w460921001,,farm,landuse=farmland,53.4851877,-6.2825453,
dublin,w460921002,,farm,landuse=farmland,53.4837695,-6.2789522,
dublin,w460921003,,farm,landuse=farmland,53.4839937,-6.2824905,
dublin,w460921004,,farm,landuse=farmland,53.4848135,-6.2778092,
dublin,w460921005,,farm,landuse=farmland,53.4819163,-6.2810669,
dublin,w460921006,,farm,landuse=farmland,53.4823766,-6.2781395,
dublin,w460921007,,farm,landuse=farmland,53.4807968,-6.2795601,
dublin,w460921008,,farm,landuse=farmland,53.480504,-6.2777893,
dublin,w460921157,,farm,landuse=farmland,53.482308,-6.2834739,
dublin,w460921431,,farm,landuse=farmland,53.5080905,-6.2731423,
dublin,w460921432,,farm,landuse=farmland,53.5083039,-6.269638,
dublin,w460921433,,farm,landuse=farmland,53.5099818,-6.2725969,
dublin,w460921434,,farm,landuse=farmland,53.5089028,-6.2693518,
dublin,w460921435,,farm,landuse=farmland,53.5106988,-6.269956,
dublin,w465168776,,farm,landuse=orchard,53.5177745,-6.3104725,
dublin,w465168777,,farm,landuse=farmland,53.5199339,-6.312966,
dublin,w465199254,,farm,building=greenhouse,53.5166065,-6.3165017,
dublin,w465199257,,farm,building=greenhouse,53.5178775,-6.3161654,
dublin,w476056989,,farm,landuse=farmland,53.2639556,-6.2511275,
dublin,w476268766,,farm,landuse=farmland,53.2319879,-6.4316624,
dublin,w476329284,,farm,landuse=farmland,53.4201114,-6.297394,
dublin,w479259710,,farm,landuse=farmland,53.4916002,-6.2729177,
dublin,w479259714,,farm,landuse=farmland,53.4912953,-6.2811084,
dublin,w479259715,,farm,landuse=farmland,53.4913688,-6.2832351,
dublin,w479259716,,farm,landuse=farmland,53.494055,-6.2808015,
dublin,w479259718,,farm,landuse=farmland,53.4947584,-6.2845287,
dublin,w479259724,,farm,landuse=farmland,53.4992614,-6.2889457,
dublin,w479261392,,farm,landuse=farmland,53.492948,-6.2919771,
dublin,w479261393,,farm,landuse=farmland,53.493022,-6.2935254,
dublin,w479266068,,farm,landuse=farmland,53.4946064,-6.2924724,
dublin,w479266069,,farm,landuse=farmland,53.4963721,-6.2914046,
dublin,w479266070,,farm,landuse=farmland,53.4964867,-6.2877265,
dublin,w479266071,,farm,landuse=farmland,53.4953273,-6.3043281,
dublin,w479266072,,farm,landuse=farmland,53.4966501,-6.3041291,
dublin,w479266073,,farm,landuse=farmland,53.4981923,-6.3036569,
dublin,w479266074,,farm,landuse=farmland,53.4999651,-6.3031047,
dublin,w479266075,,farm,landuse=farmland,53.4995176,-6.300777,
dublin,w479266076,,farm,landuse=farmland,53.4989727,-6.2997188,
dublin,w479266077,,farm,landuse=farmland,53.5009805,-6.3026951,
dublin,w479266078,,farm,landuse=farmland,53.5024102,-6.3023991,
dublin,w479266079,,farm,landuse=farmland,53.4965608,-6.2964937,
dublin,w479268021,,farm,landuse=farmland,53.5013225,-6.2927008,
dublin,w479268022,,farm,landuse=farmland,53.5090294,-6.2924186,
dublin,w479268023,,farm,landuse=farmland,53.5078907,-6.2899928,
dublin,w479268024,,farm,landuse=farmland,53.5066496,-6.2841513,
dublin,w479268025,,farm,landuse=farmland,53.5088632,-6.2822502,
dublin,w479268026,,farm,landuse=farmland,53.5103857,-6.2832515,
dublin,w479268027,,farm,landuse=farmland,53.5102923,-6.2812766,
dublin,w479268028,,farm,landuse=farmland,53.5099204,-6.2850756,
dublin,w479268029,,farm,landuse=farmland,53.5121263,-6.2837322,
dublin,w480625260,,farm,landuse=farmland,53.5123789,-6.2188116,
dublin,w480625262,,farm,landuse=farmland,53.5111092,-6.2195726,
dublin,w480631206,,farm,landuse=farmland,53.4874561,-6.136582,
dublin,w489080359,,farm,landuse=farmland,53.4263097,-6.3306113,
dublin,w489080365,,farm,landuse=farmland,53.4247247,-6.3293485,
dublin,w492788006,,farm,landuse=farmland,53.4772247,-6.2792108,
dublin,w492798737,,farm,landuse=farmland,53.5220642,-6.2690282,
dublin,w492798738,,farm,landuse=farmland,53.5211393,-6.2691378,
dublin,w492798739,,farm,landuse=farmland,53.5206329,-6.2682344,
dublin,w493035598,,farm,landuse=farmland,53.5266355,-6.2743128,
dublin,w493975344,,farm,landuse=farmland,53.5095565,-6.2647359,
dublin,w493975346,,farm,landuse=farmland,53.5109684,-6.256613,
dublin,w504844050,Cactus and Succulent House,farm,building=greenhouse,53.3723279,-6.2719242,
dublin,w507618763,,farm,building=greenhouse,53.3486796,-6.3004477,
dublin,w509453954,,farm,landuse=farmland,53.5801832,-6.3074823,
dublin,w511292188,,farm,building=greenhouse,53.5088997,-6.2198906,
dublin,w512037778,,farm,landuse=farmland,53.4519427,-6.2556594,
dublin,w512366368,,farm,building=greenhouse,53.4695239,-6.2561595,
dublin,w516654223,,farm,building=greenhouse,53.4444333,-6.2568839,
dublin,w516654225,,farm,building=greenhouse,53.4456461,-6.2573358,
dublin,w516654228,,farm,building=greenhouse,53.4469516,-6.2569131,
dublin,w516654229,,farm,building=greenhouse,53.447491,-6.2573848,
dublin,w516654231,,farm,building=greenhouse,53.4479496,-6.2581247,
dublin,w516654233,,farm,building=greenhouse,53.4479952,-6.2578688,
dublin,w516654234,,farm,building=greenhouse,53.4480341,-6.2576393,
dublin,w516654236,,farm,building=greenhouse,53.4480799,-6.2574021,
dublin,w518373377,,farm,landuse=farmland,53.4168507,-6.3989837,
dublin,w518373378,,farm,landuse=farmland,53.4178603,-6.3974445,
dublin,w518373379,,farm,landuse=farmland,53.4168189,-6.3918668,
dublin,w521379421,,farm,landuse=farmland,53.3653039,-6.4322842,
dublin,w521749039,,farm,landuse=allotments,53.3138314,-6.4637753,
dublin,w527508390,,farm,landuse=farmland,53.3262919,-6.4424053,
dublin,w527510478,,farm,landuse=farmland,53.3317438,-6.4369701,
dublin,w528964025,,farm,landuse=allotments,53.3952598,-6.2595691,
dublin,w529647747,,farm,landuse=farmland,53.472744,-6.2509974,
dublin,w529648493,,farm,landuse=farmland,53.473422,-6.2565328,
dublin,w529648494,,farm,landuse=farmland,53.4737899,-6.2570134,
dublin,w529790936,,farm,landuse=farmland,53.2437702,-6.3208008,
dublin,w530519025,,farm,landuse=farmland,53.4034942,-6.3245294,
dublin,w530521657,,farm,landuse=farmland,53.394585,-6.3332874,
dublin,w530524880,,farm,landuse=farmland,53.4100661,-6.3075413,
dublin,w530524881,,farm,landuse=farmland,53.4100334,-6.3150796,
dublin,w530524882,,farm,landuse=farmland,53.4076331,-6.3138395,
dublin,w541031080,,farm,landuse=farmland,53.4071511,-6.4394149,
dublin,w541046581,,farm,landuse=farmland,53.4067872,-6.4361858,
dublin,w545022006,,farm,landuse=farmland,53.5342528,-6.249787,
dublin,w545022008,,farm,landuse=farmland,53.5275552,-6.2542667,
dublin,w546602002,,farm,landuse=farmland,53.495508,-6.3007212,
dublin,w546602003,,farm,landuse=farmland,53.4983142,-6.2960674,
dublin,w546602004,,farm,landuse=farmland,53.503763,-6.2996994,
dublin,w546602005,,farm,landuse=farmland,53.5383585,-6.3265293,
dublin,w546602006,,farm,landuse=farmland,53.5544335,-6.3338216,
dublin,w546602007,,farm,landuse=farmland,53.5569357,-6.3346541,
dublin,w546602008,,farm,landuse=farmland,53.5565047,-6.3271707,
dublin,w546602009,,farm,landuse=farmland,53.5614105,-6.3238598,
dublin,w546602011,,farm,landuse=farmland,53.5633022,-6.3205001,
dublin,w546602014,,farm,landuse=farmland,53.5686626,-6.3277215,
dublin,w546602016,,farm,landuse=farmland,53.5677503,-6.3288293,
dublin,w546602018,,farm,landuse=farmland,53.5671438,-6.3265602,
dublin,w546602020,,farm,landuse=farmland,53.5670534,-6.3291538,
dublin,w546602022,,farm,landuse=farmland,53.5664449,-6.3292189,
dublin,w546602026,,farm,landuse=farmland,53.4460808,-6.2855538,
dublin,w546602027,,farm,landuse=farmland,53.447755,-6.2850175,
dublin,w546602028,,farm,landuse=farmland,53.449124,-6.2831539,
dublin,w546602030,,farm,landuse=farmland,53.4473574,-6.2876741,
dublin,w546602031,,farm,landuse=farmland,53.4518145,-6.2880741,
dublin,w546602032,,farm,landuse=farmland,53.4574929,-6.2942268,
dublin,w546602033,,farm,landuse=farmland,53.4632192,-6.2838272,
dublin,w546602034,,farm,landuse=farmland,53.4686094,-6.2985911,
dublin,w546602035,,farm,landuse=farmland,53.4708096,-6.2977443,
dublin,w546602036,,farm,landuse=farmland,53.4721357,-6.2961056,
dublin,w546602037,,farm,landuse=farmland,53.4722527,-6.2970744,
dublin,w546602038,,farm,landuse=farmland,53.4706893,-6.2965464,
dublin,w546602039,,farm,landuse=farmland,53.4684415,-6.2974301,
dublin,w546602040,,farm,landuse=farmland,53.4733133,-6.2968107,
dublin,w546602041,,farm,landuse=farmland,53.4732523,-6.295888,
dublin,w546602640,,farm,landuse=farmland,53.4456846,-6.2883929,
dublin,w546603309,,farm,landuse=farmland,53.4498217,-6.2934186,
dublin,w546603310,,farm,landuse=farmland,53.4588949,-6.295057,
dublin,w546603311,,farm,landuse=farmland,53.458569,-6.2921577,
dublin,w546603312,,farm,landuse=farmland,53.4608367,-6.2914337,
dublin,w546603313,,farm,landuse=farmland,53.4632394,-6.297216,
dublin,w546605250,,farm,landuse=farmland,53.4677049,-6.2957177,
dublin,w546605253,,farm,landuse=farmland,53.4709551,-6.2944346,
dublin,w546605256,,farm,landuse=farmland,53.4722201,-6.2919074,
dublin,w546605258,,farm,landuse=farmland,53.4748405,-6.29526,
dublin,w546605862,,farm,landuse=farmland,53.4972582,-6.3001356,
dublin,w546605863,,farm,landuse=farmland,53.501932,-6.2953136,
dublin,w546606393,,farm,landuse=farmland,53.5040793,-6.292358,
dublin,w546606395,,farm,landuse=farmland,53.5071389,-6.2927826,
dublin,w546607066,,farm,landuse=farmland,53.511696,-6.3081082,
dublin,w546607067,,farm,landuse=farmland,53.513035,-6.3115538,
dublin,w548203770,,farm,landuse=allotments,53.3308746,-6.2846078,
dublin,w548691827,,farm,landuse=farmland,53.2487103,-6.3703219,
dublin,w548718444,,farm,landuse=farmland,53.2361114,-6.3507502,
dublin,w548718445,,farm,landuse=farmland,53.2344928,-6.353896,
dublin,w548718446,,farm,landuse=farmland,53.2313819,-6.3471095,
dublin,w548718447,,farm,landuse=farmland,53.22977,-6.348593,
dublin,w548718449,,farm,landuse=farmland,53.2313922,-6.3496539,
dublin,w548718450,,farm,landuse=farmland,53.2337335,-6.3496747,
dublin,w548720616,Anuloucx,farm,landuse=farmland,53.2430737,-6.3607041,
dublin,w548720617,,farm,landuse=farmland,53.2392923,-6.3567162,
dublin,w548727905,,farm,landuse=farmland,53.2271961,-6.3454284,
dublin,w548727909,,farm,landuse=farmland,53.2288474,-6.334734,
dublin,w548727912,,farm,landuse=farmland,53.2259085,-6.3479059,
dublin,w548733601,,farm,landuse=farmland,53.2240162,-6.3464674,
dublin,w548733607,,farm,landuse=farmland,53.2220419,-6.3422893,
dublin,w548733609,,farm,landuse=farmland,53.2227806,-6.3412529,
dublin,w548733613,,farm,landuse=farmland,53.2252086,-6.3382675,
dublin,w548733620,,farm,landuse=farmland,53.2236679,-6.3477839,
dublin,w548844423,,farm,landuse=farmland,53.229229,-6.3568871,
dublin,w548844424,,farm,landuse=farmland,53.2271548,-6.3545019,
dublin,w548844431,,farm,landuse=farmland,53.2260539,-6.3575264,
dublin,w548844437,,farm,landuse=farmland,53.2252367,-6.3461606,
dublin,w548845801,,farm,landuse=farmland,53.2305651,-6.3564901,
dublin,w548856552,,farm,landuse=farmland,53.2433718,-6.3511918,
dublin,w548856564,,farm,landuse=farmland,53.2450255,-6.3520782,
dublin,w548856565,,farm,landuse=farmland,53.2447091,-6.3563268,
dublin,w549157247,,farm,landuse=farmland,53.2371389,-6.3474144,
dublin,w549157248,,farm,landuse=farmland,53.2354507,-6.347893,
dublin,w549157260,,farm,landuse=farmland,53.2326109,-6.3440617,
dublin,w549160333,,farm,landuse=farmland,53.2302642,-6.3378576,
dublin,w549160336,,farm,landuse=farmland,53.2315031,-6.3389538,
dublin,w550515055,,farm,landuse=farmland,53.2633103,-6.3487012,
dublin,w550515551,,farm,landuse=farmland,53.268291,-6.3551376,
dublin,w550516235,,farm,landuse=farmland,53.2623999,-6.3279826,
dublin,w550516238,,farm,landuse=farmland,53.2637103,-6.3249129,
dublin,w550679109,,farm,landuse=farmland,53.2647033,-6.3576887,
dublin,w550682332,,farm,landuse=farmland,53.2653245,-6.3378273,
dublin,w550682335,,farm,landuse=farmland,53.2670889,-6.3377437,
dublin,w550731012,,farm,landuse=farmland,53.2571659,-6.3453473,
dublin,w550731021,,farm,landuse=farmland,53.2596894,-6.3470711,
dublin,w550731027,,farm,landuse=farmland,53.2552815,-6.3530613,
dublin,w550731030,,farm,landuse=farmland,53.2537825,-6.3505006,
dublin,w550731032,,farm,landuse=farmland,53.2599468,-6.3498167,
dublin,w550731037,,farm,landuse=farmland,53.2603161,-6.3498614,
dublin,w550825906,,farm,landuse=farmland,53.2658964,-6.3283038,
dublin,w550856577,,farm,landuse=farmland,53.2663387,-6.3628873,
dublin,w550856580,,farm,landuse=farmland,53.2698855,-6.3619635,
dublin,w550856581,,farm,landuse=farmland,53.264956,-6.3620455,
dublin,w550856585,,farm,landuse=farmland,53.2608704,-6.3634138,
dublin,w550856588,,farm,landuse=farmland,53.2624275,-6.3609545,
dublin,w550856598,,farm,landuse=farmland,53.2587198,-6.358777,
