approval_number,establishment_name,address,county,country,source
2049,ABP Ireland UC T/A Functional Ingredients Ireland,"Cahir, Tipperary",Tipperary,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
71,Americold Castleblayney Limited,"Castleblayney, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
75,Americold Lough Egish Limited,"Castleblayney, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2067,Americold Dublin Limited,"St Margaret's, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2950,Andarl Farm Ltd,"Castlebar, Mayo",Mayo,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
12,Anglo Beef Processors Ireland UC T/A ABP Abbey Road,"Cahir, Tipperary",Tipperary,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
351,Anglo Beef Processors Ireland UC T/A ABP Bandon,"Bandon, Cork",Cork,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
300,Anglo Beef Processors Ireland UC T/A ABP Cahir,"Cahir, Tipperary",Tipperary,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
378,Anglo Beef Processors Ireland UC T/A ABP Clones,"Clones, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
290,Anglo Beef Processors Ireland UC T/A ABP Nenagh,"Nenagh, Tipperary",Tipperary,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
354,Anglo Beef Processors Ireland UC T/A ABP Rathkeale,"Rathkeale, Limerick",Limerick,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
344,Anglo Beef Processors Ireland UC T/A ABP Waterford,"Waterford, Waterford",Waterford,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
296,Anglo Beef Processors Ireland UC T/A ABP Slaney,"Bunclody, Wexford",Wexford,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
363,Anglo Beef Processors Ireland UC T/A Irish Country Meats Navan,"Navan, Meath",Meath,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
367,Anglo Beef Processors Ireland UC T/A Irish Country Meats Camolin,"Camolin, Wexford",Wexford,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
612,Ardlawn Meats,"Carlingford, Louth",Louth,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
406,Arthur Mallon Foods Ltd,"Monaghan, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2062,Aryzta Food Solutions UC,"Clondalkin, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
600,ASBA Meats Ltd,"Ennis, Clare",Clare,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
512,Ashbourne Meat Processors,"Naas, Kildare",Kildare,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
382,Ashbourne Meats Roscrea UC,"Roscrea, Tipperary",Tipperary,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
395,Ballaghadereen Bacon Factory Ltd,"Ballaghdereen, Roscommon",Roscommon,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
792,Ballineen Fine Foods Ltd,"Bandon, Cork",Cork,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
392,Ballon Meats Ltd,"Ballon, Carlow",Carlow,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
550,Ballyboden Ltd T/A Glenside Bacon Company,"Glenties, Donegal",Donegal,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2967,Ballymooney Foods Limited,"Clane, Kildare",Kildare,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
789,Birds Eye Ireland Limited,"Longford, Longford",Longford,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2008,Birds Eye Ireland Limited,"Naas, Kildare",Kildare,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2051,Bond Freeze Ltd,"Bond Road, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2012,Boyne Valley Meats Ltd,"Garristown, Meath",Meath,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2016,Bralca Cold Stores Ltd,"Newbridge, Kildare",Kildare,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
604,C & J Meats Ireland,"Lifford, Donegal",Donegal,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
70,C & M Coldstores Ltd,"Carrickmacross, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2061,C & M Coldstores (Shercock) Ltd,"Carrickmacross, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
528,Callan Bacon Company Ltd,"Callan, Kilkenny",Kilkenny,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
741,Carroll Cuisine UC,"Tullamore, Offaly",Offaly,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
803,Carton Brothers T/A Manor Farm,"Shercock, Cavan",Cavan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
780,Clonakilty Food Company UC,"Western Rd., Clonakilty, Cork",Cork,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2002,Cold Move Logistics Solutions Ltd,"Oranmore, Galway",Galway,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
795,Connolly Meats Ltd,"Scotstown, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
79,Constellation Cold Logistics Blanchardstown Ltd,"Blanchardstown, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
16,Constellation Cold Logistics Cork Limited,"Togher, Cork",Cork,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2043,Constellation Cold Logistics Dublin Limited,"Finglas, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
84,Constellation Cold Logistics Midleton Limited,"Midleton, Cork",Cork,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2352,Coogan Meats Ltd,"Trim, Meath",Meath,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
297,Cooksgrove Ltd. T/A Euro Farm Foods,"Duleek, Meath",Meath,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
609,Comida Exports Limited T/A Ashgrove Wholesale Ltd,"Dually, Limerick",Limerick,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
734,Dawn Farm Foods Ltd,"Naas, Kildare",Kildare,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
318,Dawn Meats Ireland T/A Convenience Foods,"Kilmacthomas, Waterford",Waterford,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
368,Dawn Meats Ireland UC T/A Dawn Charleville,"Charleville, Cork",Cork,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
311,Dawn Meats Ireland UC T/A Meadow Meats,"Rathdowney, Laois",Laois,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
364,Dawn Meats Ireland UC T/A Dawn Ballyhaunis,"Ballyhaunis, Mayo",Mayo,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
350,Dawn Meats Ireland UC T/A Dawn Grannagh,"Grannagh, Waterford",Waterford,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
574,Dawn Meats Ireland UC T/A Dawn Meats Kilbeggan,"Kilbeggan, Westmeath",Westmeath,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
384,Dawn Meats Ireland UC T/A Dawn Meats Slane,"Navan, Meath",Meath,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
268,Dawn Meats Ireland UC T/A Dawn Kildare,"Kildare, Kildare",Kildare,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2037,Dawn Meats Ltd.,"Kilmacthomas, Waterford",Waterford,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
753,Dew Valley Foods Ltd,"Thurles, Tipperary",Tipperary,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
576,Divilly's Ltd.,"Oranmore, Galway",Galway,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
292,Donegal Meat Processors T/A Foyle Donegal,"Carrigans, Donegal",Donegal,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
546,Drover Foods Ltd,"Wexford, Wexford",Wexford,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
73312,DSG Packaging Ltd,"Naas, Kildare",Kildare,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
407,Dunleavy Meats Ltd.,"Ballina, Mayo",Mayo,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2069,Eircorp Limited T/A Eirpak,"Oranmore, Galway",Galway,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
3055,Eircorp Limited  TA Eirpak,"Ballyhaunis, Mayo",Mayo,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2052,Elite Quality Meats Ltd T/A Elita Meats or Ryan Meats,"Finglas, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
738,Feldhues Gmbh Fleishwaren Production,"Clones, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
575,Flamewood Ltd. T/A McCaughey Foods,"Castleblayney, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2024,Galway Turkeys Ltd T/A Capital Coldstore & Logistics,"Ballycoolin, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
764,German Salami Co. (Dundalk) Ltd,"Dundalk, Louth",Louth,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
564,Glen Aine Foods Ltd,"Knocklong, Limerick",Limerick,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
830,Glenhaven Foods (Arklow) Unlimited Company,"Arklow, Wicklow",Wicklow,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2058,Glenhaven Foods (Arklow) Unlimited T/A The Hatchery,"Avoca, Wicklow",Wicklow,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
4033,Golden Bake Limited,"Coolock, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
779,Granby Ltd.,"Dublin 1, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
381,Green Pasture Meat Processors Ltd.,"Drumlish, Longford",Longford,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
838,Greene Farm Fine Foods Limited T/A Greene Farm,"Rathowen, Westmeath",Westmeath,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
807,Grove Turkeys Ltd T/A Grove Farm,"Smithboro, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2070,Hannon Logistics Limited,"Lusk, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
782,H & D Meats Ltd T/A Robinson Meats,"Chapelizod, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
409,Hilton Foods (Irl) Ltd.,"Drogheda, Louth",Louth,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
827,Hogan's Turkeys Limited,"Kells, Meath",Meath,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
513,Honey Vale Foods Limited,"Cahir, Tipperary",Tipperary,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2056,Honeyvale Foods Ltd. T/A Oakpark Foods,"Clonmel, Tipperary",Tipperary,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
775,Horgan's Delicatessen Supplies Ltd.,"Mitchelstown, Cork",Cork,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
855,IGWT Poultry Services Ltd,"Castleblayney, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
757,International Meat Ingredients Ltd (IMI Ltd),"Naas, Kildare",Kildare,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
560,Irish Bacon Slicers Ltd,"Ballincollig, Cork",Cork,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
701,Irish Casing Company,"Tullamore, Offaly",Offaly,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2065,J & J Game Dealing,"Castlebar, Mayo",Mayo,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2023,Karro McGee ROI Ltd,"Castleblayney, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
404,Kavanagh Meats Enniscorthy ULC,"Enniscorthy, Wexford",Wexford,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2066,KCS Logistics & Storage Limited,"Raheenagh, Limerick",Limerick,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
83,Kells Cold Stores Limited,"Kells, Meath",Meath,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
317,Kepak Clonee Unlimited Company,"Clonee, Meath",Meath,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
313,Kepak Athleague,"Athleague, Roscommon",Roscommon,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2038,Kepak Ballybay,"Ballybay, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
329,Kepak Cork,"Watergrasshill, Cork",Cork,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2007,Kepak Kilbeggan Unlimited Company,"Kilbeggan, Westmeath",Westmeath,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
533,Kepak Longford,"Ballymahon, Longford",Longford,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
559,Kiely Meats (Waterford) Ltd,"Kilmacow, Kilkenny",Kilkenny,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
325,Liffey Meats (Cavan) UC. T/A Liffey Meats,"Ballyjamesduff, Cavan",Cavan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2003,Liffey Meats Ltd,"Hacketstown, Carlow",Carlow,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
401,Liffey Meats T/A O’ Connor Meat Products 2010 Ltd,"Ballinasloe, Galway",Galway,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
756,Lundy Foods Ltd,"Ballina, Mayo",Mayo,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
33,Lyonara Cold Stores,"Portlaoise, Laois",Laois,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
59,Lyonara Coldstores  (Cork) Ltd.,"Mallow, Cork",Cork,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
799,M & M Walshe Ltd. T/A Rib World,"Fethard, Tipperary",Tipperary,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2042,MAASDEC Fine Foods T/A McCaughey Foods,"Castleblayney, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
790,Malone Food Products,"Castleblayney, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
372,Martin Jennings Wholesale Ltd,"Ballinrobe, Mayo",Mayo,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
608,McCarren Meats UC,"Cavan, Cavan",Cavan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2029,Molloy & Sherry (Eirfreeze) Ltd,"Swords, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
370,Moyvalley Meats (IRL) UC  T/A Moyvalley Meats,"Broadford, Kildare",Kildare,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2072,Mulligan Transport Limited,"Castleblayney, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2063,Musgrave Food Exports Limited,"Ballymun, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2048,Musgrave Ltd. T/A Allied Logistics,"Tallaght, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2010,Nest Box Egg Company Ltd,"Castleblayney, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
754,Newbridge Foods Ltd,"Newbridge, Kildare",Kildare,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
570,Newbridge Meats Ltd,"Newbridge, Kildare",Kildare,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
40,North Raven Ltd.  T/A Temperature Controlled Logistics,"Roscrea, Tipperary",Tipperary,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2313,O’Brien Fine Foods UC,"Naas, Kildare",Kildare,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2011,O'Farrell Meats Ltd,"Midleton, Cork",Cork,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
784,Oliver Carty UC,"Athlone, Roscommon",Roscommon,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2071,O'Toole Transport Limited,"Hollystown, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2045,Permafrost Refrigeration & Air Conditioning Ltd,"Ballincollig, Cork",Cork,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
3050,Peter & Damien Foley Transport Ltd,"New Ross, Wexford",Wexford,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
501,Pilgrim's Food Masters Ireland Ltd,"Shillelagh, Wicklow",Wicklow,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
747,Pilgrim's Food Masters Ireland Limited,"Carrickmacross, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
761,Portumna Pastry Ltd.,"Portumna, Galway",Galway,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
157,Prestige Foods Ltd,"Listowel, Kerry",Kerry,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2068,Provincial Agri Foods Limited,"Carrickmacross, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
32,Q.K. Cold Stores Ltd,"Grannagh, Waterford",Waterford,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2410,Quality First Limited,"Muirfield, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
152,Quality Irish Food Ltd T/A Mr Crumb,"Mullingar, Westmeath",Westmeath,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
332,Queally Pig Slaughtering Ltd T/A Dawn Pork & Bacon,"Grannagh, Waterford",Waterford,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
717,Rangeland Foods,"Castleblayney, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2057,RC Casing Ltd,"Ballyhaunis, Mayo",Mayo,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
611,Rosderra Irish Meats Group UC,"Mitchelstown, Cork",Cork,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
306,Rosderra Irish Meats Group UC,"Clara, Offaly",Offaly,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
356,Rosderra Irish Meats Group ULC,"Edenderry, Offaly",Offaly,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
151,Rosderra Irish Meats Group UC,"Jamestown, Leitrim",Leitrim,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
355,Rosderra Irish Meats Group UC,"Roscrea, Tipperary",Tipperary,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2014,Rosderra Irish Meats Group UC,"Stradone, Cavan",Cavan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
551,Sean Loughnane (Galway) Ltd,"Tuam, Galway",Galway,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
800,Sean Loughnane (Galway) Ltd. T/A Rudds Fine Foods,"Birr, Offaly",Offaly,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
814,Shannon Vale Foods,"Clonakilty, Cork",Cork,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
801,Silver Hill Foods UC,"Emyvale, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2021,Sligo Freeze Chill Ltd,"Collooney, Sligo",Sligo,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
380,Staunton Foods Ltd.,"Timoleague, Cork",Cork,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2993,Tavan Meats,"Mullagh, Cavan",Cavan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
538,Tender Meats Ltd.,"Clondalkin, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2005,TCFG Naas Limited T/A The Culinary Food Group,"Naas, Kildare",Kildare,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2977,The Real Meal Company,"Monaghan, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2732,Traditional Meat Company,"Oldcastle, Meath",Meath,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
8,Trans-Stock Warehousing & Cold Storage Ltd,"Waterford, Waterford",Waterford,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2663,Troys Abattoir Limited,"Mullingar, Westmeath",Westmeath,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2178,VOA Foods UC T/A Do Me A Flavour,"Athlone, Roscommon",Roscommon,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
818,Western Brand Group Unlimited,"Ballyhaunis, Mayo",Mayo,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2059,Wilbay Limited,"Emo, Laois",Laois,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2428,Williams Gate Limited,"Tuam Road, Galway",Galway,Ireland,dafm:AllApprovedPlants_2026_4.xlsx
2750,Adrian Treanor T/A Treanor Poultry,"Knocaconny, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
3032,Aidan Wrynne Meats,"Mohill, Leitrim",Leitrim,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
3009,Amber Ring Europe LTD,"Rathangan, Kildare",Kildare,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2579,Andrew English,"Emly, Tipperary",Tipperary,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2780,Andrew Mahon,"Drumree, Meath",Meath,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2897,Andrius Kralikas T/A Fermoy Meat,"Fermoy, Cork",Cork,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
3026,Andrius Kralikas T/A Fermoy Meat Smokehouse,"Little Island, Cork",Cork,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2651,Anthony & Padraig Farrelly,"Delgany, Wicklow",Wicklow,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2440,Anthony McGettigan,"Milford, Donegal",Donegal,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2557,Argue Meats,"Cootehill, Cavan",Cavan,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2983,Asba Meats Ltd,"Shannon, Clare",Clare,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2786,Ashbrook Farms LTD,"Knockbridge, Louth",Louth,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2802,B Bowes Ltd,"Sligo, Sligo",Sligo,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2781,Bailey Foods,"William St, Limerick",Limerick,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2366,Ballyburden Meat Processors LTD,"Ballincollig, Cork",Cork,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2850,Barlow's Organic Farm,"Castlerea, Galway",Galway,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2908,Barry Johns Sausages,"Poles, Cavan",Cavan,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2469,Bary Fitzgerald Butchers Ltd T/A Fitzgerald Butchers,"Fermoy, Cork",Cork,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
3044,Beard Brothers Meat LTD,"Loughrea, Galway",Galway,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2411,Benedict Morris Slaughterhouse,"Elphin, Roscommon",Roscommon,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2736,Billy Kissane,"Listowel, Kerry",Kerry,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2618,Billy Murphy T/A Murphy Quality Meats,"Waterford, Waterford",Waterford,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2916,Bird Farm Ltd T/A The Wooded Pig,"Tara, Meath",Meath,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2647,Blacks Butchers,"Bailieborough, Cavan",Cavan,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2697,Boyle Country Meats,"Boyle, Roscommon",Roscommon,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2609,Brady Manufacturing,"Athenry, Galway",Galway,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
3008,Brian Carroll,"Athenry, Galway",Galway,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2577,Brian Lewis,"Tipperary, Tipperary",Tipperary,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2926,Brian McCarron T/A McCarron's Butchers,"Raphoe, Donegal",Donegal,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2795,Brid Ni Mhathuna T/A Piog Pies,"Tralee, Kerry",Kerry,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2516,Burns Farm Meats LTD,"Grange, Sligo",Sligo,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
3000,Butcher's Best Abattoir Ltd,"Bunclody, Carlow",Carlow,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2325,C & M Foods,"Tulla, Clare",Clare,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2940,CA Meats LTD,"Annascaul, Kerry",Kerry,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2303,Caherbeg Free Range Pork Ltd,"Rosscarbery, Cork",Cork,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2771,Callan Premium Foods LTD,"Callan, Kilkenny",Kilkenny,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2939,Campbell Meats,"Drumshanbo, Leitrim",Leitrim,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2768,Carlow Foods LTD,"Fenagh, Carlow",Carlow,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2765,Carney Quality Meats Ltd,"Coolock, Dublin",Dublin,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
3033,Carnivore Meats LTD,"Dundalk, Louth",Louth,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2991,Caroline Rigney T/A Rigneys Farm Curraghchase Freerange Pork,"Kilcornan, Limerick",Limerick,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2941,Castlemine Farm LTD,"Roscommon, Roscommon",Roscommon,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2321,Castleview Meats Ltd,"Macroom, Cork",Cork,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2719,Celbridge Meats T/A JJ Young and Sons,"Clane, Kildare",Kildare,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2433,Charles Gallagher,"Castlefinn, Donegal",Donegal,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
2997,Charley Meats Ltd,"Castleshane, Monaghan",Monaghan,Ireland,dafm:AllApprovedPlants_2025_Formerly_LA_Plants.xlsx
