"STATISTIC","Statistic Label","TLIST(A1)","Year","C04449V05232","Frequency of consumption","C02076V03371","Age Group","C02199V02655","Sex","C04506V05290","HSE Region","UNIT","VALUE"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","-","Both sexes","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","4.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","-","Both sexes","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","4.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","-","Both sexes","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","2.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","-","Both sexes","IE0","Ireland","%","3.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","1","Male","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","2.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","1","Male","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","2.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","1","Male","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","8.7"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","1","Male","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","3.7"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","1","Male","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","3.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","1","Male","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","1.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","1","Male","IE0","Ireland","%","3.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","2","Female","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","5.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","2","Female","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","5.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","2","Female","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","2.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","2","Female","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","1.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","2","Female","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","8.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","2","Female","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","4.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","2","Female","IE0","Ireland","%","4.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","-","Both sexes","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","4.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","-","Both sexes","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","3.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","-","Both sexes","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","5.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","-","Both sexes","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","2.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","-","Both sexes","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","5.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","-","Both sexes","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","3.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","465","35 - 44 years","-","Both sexes","IE0","Ireland","%","4.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","1","Male","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","6.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","1","Male","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","5.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","1","Male","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","4.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","1","Male","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","1","Male","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","7.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","1","Male","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","5.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","1","Male","IE0","Ireland","%","5.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","2","Female","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","7.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","2","Female","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","5.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","2","Female","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","2.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","2","Female","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","2.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","2","Female","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","4.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","2","Female","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","5.7"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","2","Female","IE0","Ireland","%","4.7"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","-","Both sexes","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","6.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","-","Both sexes","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","5.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","-","Both sexes","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","3.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","-","Both sexes","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","4.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","-","Both sexes","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","6.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","-","Both sexes","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","5.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","500","45 - 54 years","-","Both sexes","IE0","Ireland","%","5.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","1","Male","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","6.7"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","1","Male","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","1","Male","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","5.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","1","Male","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","2.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","1","Male","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","6.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","1","Male","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","2.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","1","Male","IE0","Ireland","%","5.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","2","Female","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","5.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","2","Female","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","1.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","2","Female","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","2.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","2","Female","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","11.7"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","2","Female","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","6.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","2","Female","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","2","Female","IE0","Ireland","%","4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","-","Both sexes","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","-","Both sexes","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","3.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","-","Both sexes","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","4.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","-","Both sexes","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","6.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","-","Both sexes","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","6.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","-","Both sexes","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","1.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","535","55 - 64 years","-","Both sexes","IE0","Ireland","%","4.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","570","65 - 74 years","1","Male","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","3.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","570","65 - 74 years","1","Male","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","3.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","570","65 - 74 years","1","Male","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","8.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","570","65 - 74 years","1","Male","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","2.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","570","65 - 74 years","1","Male","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","9.3"
