alert_id,date,title,category,country_origin,hazard_type,approval_numbers,product_name,source_url
2022.47,2022-08-05,Recall of Certain Batches of Häagen-Dazs Ice Cream Products due to the Detection of 2-Chloroethanol,,France,Recall of Certain Batches of Häagen-Dazs Ice Cream Products due to the Detection,,Häagen-Dazs ice cream - please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-certain-batches-of-haagen-dazs-ice-cream
2022.04,2022-01-19,Recall of Certain Batches of Kama Hemp Kama Artisan Coffee  due to the Presence of Unsafe Levels of Delta‐9‐tetrahydrocannabinol (THC),For Action,Ireland,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-certain-batches-of-kama-hemp-kama-artisa
2022.48,2022-08-05,Recall of Certain Batches of Little Collins CBD Products Due to the Presence of Unsafe Levels of Delta‐9‐tetrahydrocannabinol (THC),For Action,Ireland,Nature Of Danger:,,See table below for product information.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-certain-batches-of-little-collins-cbd-pr
2025.25,2025-06-04,Recall of specific batches of Builin Blasta dressings due to the presence of lactic acid bacteria which may cause spoilage,For Action,,Recall of specific batches of Builin Blasta dressings due to the presence of lac,,Please see to table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-certain-builin-blasta-dressings-due-to-t
2022.59,2022-09-22,Recall of Certain Primark Children’s Plates due to the Possible Migration of Lead and Formaldehyde,,China,Recall of Certain Primark Children’s Plates due to the Possible Migration of Lea,,Primark children's plates. Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-certain-primark-children-s-plates-due-to
2024.62,2024-12-18,Recall of various branded cheeses produced by Wicklow Farmhouse Cheese due to the possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,"1915, 1879, 1949",Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-cheeses-produced-by-wicklow-farmhouse-ch
2023.20,2023-07-25,"Recall of Dale Meats Cooked Whole and Sliced Ham, Sliced Hazlett and Sliced Corned Beef products due to presence of Listeria monocytogenes",For Action,Ireland,Nature Of Danger:,,"Dale Meats cooked whole ham, sliced ham, sliced hazlett and sliced corned beef",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-dale-meats-cooked-and-sliced-ham-sliced
2024.40,2024-09-03,"Recall of Dale Meats Cooked Sliced Ham, Hazlett and Sliced Corned Beef due to the possible presence of Listeria monocytogenes",For Action,Ireland,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-dale-meats-products-(1)
2024.59,2024-12-13,Recall of Dunnes Stores Beechwood Smoked and Tomato & Herb Wicklow Cheddar due to the possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,"Dunnes Stores Beechwood Smoked Wicklow Cheddar; all pack sizes.
Dunnes Stores Tomato & Herb Wicklow Cheddar; all pack sizes.",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-dunnes-stores-beechwood-smoked-and-tomat
2024.62 (Update 1),2024-12-18,"Recall of Dunnes Stores Simply Better Irish Brie Cheese, Rocket and Cranberry Quiche produced with cheese from Wicklow Farmhouse Cheese due to the possible presence of Listeria monocytogenes",For Action,Ireland,Nature Of Danger:,,"Dunnes Stores Simply Better Irish Brie Cheese, Rocket & Cranberry Quiche; pack size: 800g",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-dunnes-stores-simply-better-irish-brie-c
2024.18,2024-05-10,Recall of For Gut Sake Lovely Leitrim Farm Fresh Raw Milk due to hygiene concerns,For Action,Ireland,Recall of For Gut Sake Lovely Leitrim Farm Fresh Raw Milk due to hygiene concern,,For Gut Sake Lovely Leitrim Farm Fresh Raw Milk; pack size: 1 litre,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-for-gut-sake-lovely-leitrim-farm-fresh-r
2023.15,2023-06-16,Recall of imported frozen food of animal origin sold in Iceland Ireland stores,For Action,Unknown,Recall of imported frozen food of animal origin sold in Iceland Ireland stores,,"Imported frozen food products of animal origin sold in Iceland Ireland stores since 3 March 2023.

Please see
product list
.",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-frozen-products-retailed-by-iceland-irel
2023.19,2023-07-20,Recall of Funny Candy Cup Cake Candy due to a possible choking risk,For Action,China,Recall of Funny Candy Cup Cake Candy due to a possible choking risk,,Funny Candy Cup Cake Candy; pack size: 40g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-funny-candy-cup-cake-candy
2022.43 (Update 1),2022-07-13,Recall of Further Batches of Lucky Me Instant Noodles due to the Presence of the Unauthorised Pesticide Ethylene Oxide,,Thailand,pesticide residues,,Please see table below for details.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-further-batches-of-lucky-me-instant-nood
2025.04,2025-01-27,Recall of Gleesons Butchers ready meals due to production in an unapproved establishment,For Action,Ireland,Recall of Gleesons Butchers ready meals due to production in an unapproved estab,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-gleesons-butchers-ready-meals
2022.15,2022-02-23,Recall of GreenHeart CBD Oils due to the Presence of Unsafe Levels of Delta‐9‐tetrahydrocannabinol (THC),For Action,Ireland,Nature Of Danger:,,See table below for product detail,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-greenheart-cbd-oils
2026.09,2026-02-23,Recall of Hello Kitty Apple Jelly strips due to possible choking risk,For Action,Japan,Recall of Hello Kitty Apple Jelly strips due to possible choking risk,,Hello Kitty Apple Jelly strips; pack size: 150g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-hello-kitty-apple-jelly-strips
2024.31,2024-07-16,Recall of Johnston Mooney & O'Brien baked products due to the possible presence of metal pieces,For Action,Ireland,foreign body,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-johnston-mooney-o-brien-baked-products-d
2023.31,2023-11-24,Recall of a batch of Lidl Braemoor 2 Duck Breast Fillets due to the presence of Salmonella,For Action,Hungary,Nature Of Danger:,,Braemoor 2 Duck Breast Fillets skin on and boneless (frozen); pack size: 400g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-lidl-frozen-duck-breast-fillets-with-plu
2023.24,2023-09-04,Recall of some batches of Lidl McEnnedy Corn Dogs due to Listeria monocytogenes,For Action,Germany,Nature Of Danger:,,McEnnedy Corn Dogs; pack size: 530g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-lidl-mcennedy-corn-dogs
2023.16,2023-06-29,Recall of various flavours of LIUM Jelly sweets due to a possible choking risk,For Action,China,Recall of various flavours of LIUM Jelly sweets due to a possible choking risk,,"LIUM Jelly Ume with sugar and sweetener, LIUM Jelly Ume & Strawberry with sugar and sweetener, LIUM Jelly Ume & Mango with sugar and sweetener, LIUM Jelly Ume & Maracuja with sugar and sweetener",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-lium-jelly-sweets
2024.01,2024-01-02,Recall of Nutramigen LGG Stage 1 & 2 Hypoallergenic Infant Formula due to the possible presence of Cronobacter sakazakii,For Action,USA,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-nutramigen-lgg-stage-1-2-baby-formula-du
2025.39,2025-08-05,Recall of various brands of O'Hanlon Herbs potted Coriander due to possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-o-hanlon-herbs-potted-coriander
2026.14,2026-04-10,Recall of a batch of Chef Select Carbonara Pasta Bake due to missing use-by date,For Action,Austria,Recall of a batch of Chef Select Carbonara Pasta Bake due to missing use-by date,,"Chef Select Carbonara Pasta Bake, pack size: 1 kg",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-part-of-a-batch-of-chef-select-carbonara
2022.49,2022-08-12,Recall of Primark Winnie the Pooh Plate due to the Possible Migration of Lead and Formaldehyde,,China,Recall of Primark Winnie the Pooh Plate due to the Possible Migration of Lead an,,Primark (Penney's) Winnie the Pooh plate (see photograph below),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-primark-winnie-the-pooh-plate
2025.67,2025-12-05,Recall of Puckator dinosauria and unicorn magic tableware sets for children as they are unsuitable for microwave use,For Action,China,Recall of Puckator dinosauria and unicorn magic tableware sets for children as t,,Please see table below for product details.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-puckator-dinosaur-and-unicorn-tableware
2025.67 Update 1,2025-12-23,Recall of Puckator little tractors tableware set for children as they are unsuitable for microwave use (Update 1),For Action,China,Recall of Puckator little tractors tableware set for children as they are unsuit,,Puckator Little Tractors Tableware Set; barcode number: 5055071785467,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-puckator-little-tractors-tableware-sets
2024.49,2024-11-07,Recall of specific ready meals and salads containing chickpeas due to possible presence of animal matter,For Action,,Recall of specific ready meals and salads containing chickpeas due to possible p,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-ready-meals-and-salads-containing-chickp
2025.28,2025-06-18,Recall of Ricepure Red Yeast Rice food supplement due to an elevated level of monacolin K and missing warning statements,For Action,United Kingdom,Nature Of Danger:,,Ricepure Red Yeast Rice; pack size: 30 capsules,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-ricepure-red-yeast-rice-food-supplement
2025.20,2025-05-20,"Recall of Russell Meats Sliced Corned Beef, Sliced Turkey and Roast Beef Sliced due to unapproved processing, packaging and labelling",For Action,,"Recall of Russell Meats Sliced Corned Beef, Sliced Turkey and Roast Beef Sliced ",,"Russell Meats Sliced Corned Beef,
Russell Meats Sliced Turkey,
Russell Meats Roast Beef Sliced",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-russell-meats-sliced-corned-beef-sliced
2023.22,2023-08-25,Recall of several ready-made Avoca products due to possible presence of metal fragments,For Action,Ireland,foreign body,,Please see link below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-several-avoca-products
2024.20,2024-05-22,Recall of several batches of Kellogg's Corn Flakes Chocolate Flavour due to potential choking hazard or injury,For Action,United Kingdom,Recall of several batches of Kellogg's Corn Flakes Chocolate Flavour due to pote,,Kellogg's Corn Flakes Chocolate Flavour; pack size: 450g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-several-batches-of-kellogg-s-corn-flakes
2025.71,2025-12-18,Recall of several batches of Quail.ie Always Fresh 20 Quail Eggs due to the possible presence of Salmonella,For Action,Ireland,Salmonella,,Quail.ie Always Fresh 20 Quail Eggs,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-several-batches-of-quail-ie-always-fresh
2024.46,2024-10-15,Recall of specific batches of True Natural Goodness Organic Quinoa Flakes due to the possible presence of larvae,For Action,,Recall of specific batches of True Natural Goodness Organic Quinoa Flakes due to,,True Natural Goodness Organic Quinoa Flakes; pack size: 500g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-several-batches-of-true-natural-goodness
2023.10,2023-05-02,Recall of several Cadbury chocolate dessert products due to the possible presence of Listeria monocytogenes,For Action,United Kingdom,Nature Of Danger:,,See table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-several-cadbury-chocolate-dessert-produc
2024.08,2024-03-13,Recall of a batch of Sisu Ginger Flavoured Organic Kombucha due to carbonation which may cause cans to expand and burst,For Action,Netherlands,Recall of a batch of Sisu Ginger Flavoured Organic Kombucha due to carbonation w,,Sisú Ginger Flavoured Organic Kombucha; pack size: 330ml cans and 12 x 330ml case,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-sisu-ginger-flavoured-organic-kombucha
2025.61,2025-11-18,"Recall of some batches of Dunnes Stores Sage due to possible choking risk from pieces of stalk, bark and plastic",For Action,United Kingdom,Recall of some batches of Dunnes Stores Sage due to possible choking risk from p,,Dunnes Stores Sage; pack size: 10g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-some-batches-of-dunnes-stores-sage
2023.02,2023-01-24,Recall of some batches of various raw chicken products due to the presence of Salmonella Typhimurium,For Action,Ireland,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-some-batches-of-various-raw-chicken-prod
2022.16,2022-03-04,Recall of Some Coleslaws and Other Products Containing Shredded Cabbages or Carrots due to the Possible Presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-some-coleslaws-and-other-products-contai
2022.23,2022-04-02,Recall of Some Kinder Surprise 20g and Kinder Surprise 20g x3 Due to the Possible Presence of Salmonella,For Action,Belgium,Nature Of Danger:,,Kinder Surprise; pack size: 20g and 20g x 3,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-some-kinder-surprise-20g-and-kinder-surp
2022.30,2022-05-13,Recall of Some Marks and Spencer Products Containing Chicken Due to the Possible Presence of Salmonella,For Action,United Kingdom,Nature Of Danger:,,Please see tables below for details.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-some-marks-and-spencer-products-containi
2024.51,2024-11-08,Recall of Sona Red Yeast Rice food supplement due to an elevated level of monacolin K,For Action,France,Nature Of Danger:,,Sona Red Yeast Rice Standardised Monacolin K; pack size: 60 capsules,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-sona-red-yeast-rice
2022.72,2022-12-14,Recall of Irish Ham Fillets due to incorrect cooking instructions,,Ireland,Recall of Irish Ham Fillets due to incorrect cooking instructions,528,Smoked 100% Irish Ham Fillet and Unsmoked 100% Irish Ham Fillet; pack size: 3kg; approval number: IE 528 EC,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-100-irish-ham-fillets-due-to-in
2026.03,2026-01-26,Recall of a specific batch of Aptamil 1 From Birth First infant milk due to presence of cereulide,For Action,,Nature Of Danger: Cereulide toxin is produced by the bacterium Bacillus cereus .,,Aptamil 1 From Birth First infant milk; pack size: 800g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batch-of-aptamil-first-infant-f
2022.35,2022-06-03,Recall of Specific Batches of Afroase Biteku Leaves Due to the Presence of the Pesticide Chlorpyrifos-ethyl,,Cameroon,pesticide residues,,"Afroase Biteku Leaves, pack size: 500g",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-afroase-biteku-leave
2025.60,2025-11-13,Recall of specific batches of Booja-Booja Chocolate Wonders Fudgie Brownies due to possible mould growth and spoilage,For Action,,Recall of specific batches of Booja-Booja Chocolate Wonders Fudgie Brownies due ,,Booja-Booja Chocolate Wonders Fudgie Brownie Organic; pack size: 65 g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-booja-booja-chocolat
2025.02 (update 1),2025-01-30,Update to recall of specific batches of Cape Herb and Spice products due to the possible presence of plastic pieces,For Action,South Africa,Update to recall of specific batches of Cape Herb and Spice products due to the ,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-cape-herb-and-sp-(1)
2025.02,2025-01-23,Recall of specific batches of Cape Herb and Spice products due to the possible presence of plastic pieces,For Action,South Africa,Recall of specific batches of Cape Herb and Spice products due to the possible p,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-cape-herb-and-spice
2025.59,2025-11-03,Recall of specific batches of some Templetuohy Farm Fresh Foods chicken products due to the possible presence of Salmonella,For Action,,Salmonella,2892,Please see table below for product details.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-certain-templetuohy
2022.65,2022-10-28,Recall of Specific Batches of Clearspring Organic Wholegrain Rice Cakes due to the Presence of Aflatoxin,,Belgium,mycotoxins,,Clearspring Organic Wholegrain Rice Cakes - Lightly Salted; pack size: 12 x 130g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-clearspring-organic
2025.69,2025-12-08,Recall of specific batches of Disaronno Originale 500 Years due to possible presence of micro-fragments of glass,For Action,Italy,foreign body,,Disaronno Originale 500 Years; pack size: 700ml; EAN: 8001110016303,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-disaronno-originale
2026.11,2026-03-20,Recall of specific batches of Dunnes Stores Plain Tortilla Wraps due to the possible presence of metal pieces,For Action,Netherlands,foreign body,,Dunnes Stores Plain Tortilla Wraps; pack size: 512g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-dunnes-store-plain-t
2022.17,2022-03-07,Recall of Specific Batches of Dunnes Stores Semi Dried Cherry Tomatoes due to the Presence of the Pesticide Chlorpyrifos-methyl,,Belgium,pesticide residues,,Dunnes Stores Semi Dried Cherry Tomatoes; pack size: 120g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-dunnes-stores-semi-d
2022.13,2022-02-11,Recall of Specific Batches of Ekoplaza Kokosolie Organic Coconut Oil Due to the Elevated Level of Glycidyl Esters,,Netherlands,Recall of Specific Batches of Ekoplaza Kokosolie Organic Coconut Oil Due to the ,,"Ekoplaza Kokosolie Geurloos Organic Coconut Oil, pack size: see table below",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-ekoplaza-kokosolie-o
2022.14,2022-02-21,Recall of Specific Batches of EleCare Similac and Alimentum Similac due to the Possible Presence of Salmonella and Cronobacter sakazakii,For Action,USA,Nature Of Danger:,,Please see table below,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-elecare-similac-and
2022.50,2022-08-12,Recall of Specific Batches of Ella’s Kitchen Banana and Vanilla Bread Pudding due to Possible Microbiological Contamination,For Action,Belgium,Nature Of Danger:,,Ella's Kitchen Banana and Vanilla Bread Pudding; pack size 4x80g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-ella-s-kitchen-banan
2024.30,2024-07-08,Recall of specific batches of Etoile de Provence Banon AOP (raw milk goats' cheese) due to the presence of Yersinia enterocolitica,For Action,France,Nature Of Danger:,,Etoile de Provence Banon AOP (raw milk goats' cheese); pack size: 100g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-etoile-de-provence-b
2022.54,2022-08-24,Recall of Specific Batches of Fit Foods Breakfast Club Porridge with Mixed Summer Berries Due to the Presence of Hepatitis A,For Action,Ireland,Nature Of Danger:,,Fit Foods Breakfast Club Porridge with Mixed Summer Berries; pack size: 240g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-fit-foods-breakfast
2022.64,2022-10-28,Recall of specific batches of Glenhaven Deli Style Premium Breaded Chicken Goujons,For Action,Ireland,Nature Of Danger:,,"Glenhaven Deli Style Premium Breaded Chicken Goujons (frozen);
pack size: 1Kg",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-glenhaven-deli-style
2026.19,2026-05-02,Recall of a specific batch of Green Box Limited Enoki Mushrooms due to the presence of Listeria monocytogenes,For Action,China,Nature Of Danger:,,Green Box Limited Enoki Mushroom (Cendawan Enoki); pack size: 100g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-green-box-limited-en
2022.42,2022-07-08,Recall of Specific Batches of Häagen-Dazs Vanilla Tub and Vanilla Collection Ice Cream due to the Presence of the Unauthorised Pesticide Ethylene Oxide,,France,pesticide residues,,Häagen-Dazs Vanilla (tub); pack size: 460ml and Häagen-Dazs Vanilla Collection; pack size: 4x95ml,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-haagen-dazs-vanilla
2025.15,2025-03-20,Recall of specific batches of Hogans Farm Turkey Burgers due to missing or incorrect ingredients lists,For Action,Ireland,Recall of specific batches of Hogans Farm Turkey Burgers due to missing or incor,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-hogan-s-farm-turkey
2025.27,2025-06-13,Recall of specific batches of IKEA 365+ VARDEFULL Garlic Press due to risk of small metal pieces detaching during use,For Action,Sweden,foreign body,,IKEA 365+ VÄRDEFULL Garlic Press,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-ikea-365-vardefull-g
2023.28,2023-11-15,Recall of specific batches of K O'Connell Fishmongers Irish Smoked Salmon due to the presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-kay-o-connell-fishmo
2024.13,2024-04-17,Recall of specific batches of Magnum Almond Ice Cream 3 pack due to the possible presence of plastic and metal pieces,For Action,United Kingdom,foreign body,,Magnum Almond Ice Cream; pack size: 3 x 100ml multipack,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-magnum-almond-ice-cr
2024.10,2024-03-29,Recall of specific batches of Magnum Classic Ice Cream 3 pack due to the possible presence of metal pieces,For Action,United Kingdom,foreign body,,Magnum Classic Ice Cream; pack size 3 x 100ml multipack,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-magnum-classic-choco
2024.23,2024-05-31,Recall of Maisha Cold Brew Coffee Original & Lemon Flavours due to incorrect storage conditions,For Action,Ireland,Recall of Maisha Cold Brew Coffee Original & Lemon Flavours due to incorrect sto,,Maisha Cold Brew Coffee Original & Maisha Cold Brew Coffee Lemon Flavour; pack size: 330ml,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-maisha-cold-brew-cof
2026.23,2026-05-12,Recall of various Manor Farm chicken products due to possible presence of Salmonella,For Action,Ireland,Nature Of Danger:,803,Please see table below for product details. Approval number IE 803 EC,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-manor-farm-chicken-p
2025.03,2025-01-24,Recall of specific batches of Marks and Spencer breaded chicken products due to the possible presence of Salmonella,For Action,Ireland,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-marks-and-spencer-br
2024.06,2024-03-01,Recall of specific batches of Nanosupps A Protein Pancake products due to the possible presence of mould,For Action,Hungary,Recall of specific batches of Nanosupps A Protein Pancake products due to the po,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-nanosupps-a-protein
2025.13,2025-02-28,Recall of specific batches of Nestle Frosted Shreddies due to the possible presence of hard lumps of sugar,For Action,United Kingdom,Recall of specific batches of Nestle Frosted Shreddies due to the possible prese,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-nestle-frosted-shred
2025.05,2025-01-29,Recall of specific batches of Newcastle Brown Ale due to the presence of glass fragments,For Action,,foreign body,,Newcastle Brown Ale; pack size: 550 ml bottle,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-newcastle-brown-ale
2022.38,2022-06-10,Recall of Specific Batches of Pat the Baker and Irish Pride Breadcrumbs due to the possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,"Pat the Baker Quality Bread Quality Crumb; pack size: 400g

Pat the Baker Breadcrumb; pack size: 5Kg

Irish Pride Bread Crumbs; pack size: 400g

Irish Pride Catering Bread Crumbs; pack size: 2Kg",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-pat-the-baker-and-ir
2025.55,2025-10-09,Recall of specific batches of Pekish breaded chicken products due to incorrect cooking instructions on the label,For Action,,Recall of specific batches of Pekish breaded chicken products due to incorrect c,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-pekish-chicken-produ
2026.33,2026-06-17,Recall of specific batches of Pettitt's Kitchen products due to the possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,4093,Please see list below.  Approval number: IE 4093 EC.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-pettitt-s-ready-to-e
2026.10,2026-02-23,Recall of specific batches of Rosabella Moringa capsules due to the possible presence of Salmonella,For Action,USA,Salmonella,,Rosabella Moringa 100% Pure; pack size: 60 capsules,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-rosabella-moringa-ca
2025.56,2025-10-20,Recall of specific batches of several brands of Desiccated Coconut due to the possible presence of pieces of plastic,For Action,Indonesia,Recall of specific batches of several brands of Desiccated Coconut due to the po,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-several-brands-of-de
2024.28,2024-06-29,Recall of specific batches of Spuddy’s Irish Crisps due to the possible presence of rubber pieces,For Action,Ireland,Recall of specific batches of Spuddy’s Irish Crisps due to the possible presence,,Spuddy’s Cheese and Onion Flavour Irish Crisps (6 x 25g pack); Spuddy’s Irish Potato Crisps assorted flavours (24 x 25g pack),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-spuddy-s-irish-crisp
2022.10,2022-02-03,Recall of Specific Batches of SuperValu and Centra Rice Products Due to the Possible Presence of Insects,,Netherlands,Recall of Specific Batches of SuperValu and Centra Rice Products Due to the Poss,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-supervalu-and-centra
2024.27,2024-06-29,Recall of specific batches of Tayto products due to possible presence of rubber pieces,For Action,Ireland,Recall of specific batches of Tayto products due to possible presence of rubber ,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-tayto-products
2026.13,2026-04-09,Recall of specific batches of Tesco Finest Summer Edition Chocolate Affogato Dessert due to the possible presence of plastic pieces,For Action,United Kingdom,Recall of specific batches of Tesco Finest Summer Edition Chocolate Affogato Des,,Tesco Finest Summer Edition Chocolate Affogato Dessert; pack size: 538 g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-tesco-finest-summer
2024.50,2024-11-08,Recall of specific batches of The Happy Pear products due to possible presence of animal matter,For Action,,Recall of specific batches of The Happy Pear products due to possible presence o,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-the-happy-pear-produ
2025.16,2025-04-02,Recall of specific batches of Tony’s Chocolonely Dark Almond Sea Salt due to the possible presence of small stones,For Action,Belgium,Recall of specific batches of Tony’s Chocolonely Dark Almond Sea Salt due to the,,Tony’s Chocolonely Dark Almond Sea Salt; pack size: 180g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-tony-s-chocolonely-d
2025.18,2025-04-04,Recall of specific batches of Tony’s Chocolonely hollow chocolate eggs due to possible presence of metal fragments,For Action,Belgium,foreign body,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-tony-s-chocolonely-e
2024.47,2024-10-18,Recall of specific batches of True Natural Goodness Organic Pumpkin Seeds European due to the possible presence of larvae,For Action,,Recall of specific batches of True Natural Goodness Organic Pumpkin Seeds Europe,,"True Natural Goodness Organic Pumpkin Seeds European; pack sizes: 2.5kg and 500g;
and
Organic Pumpkin Seeds European; pack sizes: 25kg",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-true-natural-goodnes
2025.11,2025-02-20,Recall of specific batches of various Burren Smokehouse organic hot smoked salmon products due to the possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-various-burren-smoke
2026.34,2026-06-19,Recall of specific batches of various French brie products due to the presence of Listeria monocytogenes,For Action,,Nature Of Danger:,,Please see table below for product details.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-various-french-brie
2025.10,2025-02-19,Recall of specific batches of various Old Irish Creamery Cheese cheddar cheese products due to the possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,1059,"List of implicated Old Irish Creamery Cheese cheddar cheese products and batches
.  Approval number: IE 1059 EC",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-various-old-iris-(1)
